y,x,d,t
12,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,12,3,4
13,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,11,3,4
14,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,11,0,4
14,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
21,11,0,4
14,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
21,11,1,4
14,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
21,12,1,4
14,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
21,12,1,4
14,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
21,12,2,4
14,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
20,12,2,4
14,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
19,12,2,4
14,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
19,12,3,4
14,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
19,11,3,4
14,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
19,10,3,4
14,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
19,9,3,4
14,13,2,5
-2,-2,-2,-2
-4,-4,-4,-4
19,8,3,4
13,13,2,5
-2,-2,-2,-2
-4,-4,-4,-4
19,8,3,4
13,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
19,8,0,4
13,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
20,8,0,4
13,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
21,8,0,4
13,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,8,1,4
14,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,8,2,4
14,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
20,8,2,4
14,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
20,8,3,4
14,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
20,8,3,4
14,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
20,8,0,4
14,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
21,8,0,4
14,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
21,8,0,4
14,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
21,8,1,4
14,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,9,1,4
15,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,10,1,4
16,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
21,10,2,4
17,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
20,10,2,4
17,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
19,10,2,4
17,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
18,10,2,4
16,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
17,10,2,4
15,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
16,10,2,4
15,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
16,10,3,4
15,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
16,10,0,4
15,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
16,10,1,4
15,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
16,11,1,4
15,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
16,11,2,4
14,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
15,11,2,4
14,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
15,11,2,4
14,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
15,11,3,4
14,10,3,5
-2,-2,-2,-2
-4,-4,-4,-4
15,10,3,4
14,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
15,9,3,4
14,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
15,9,3,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
15,9,3,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
15,9,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
15,9,1,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
15,10,1,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
15,10,1,4
14,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
15,10,2,4
14,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
14,10,2,4
13,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
13,10,2,4
13,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,10,2,4
13,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,10,3,4
13,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,9,3,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,8,3,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,8,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,8,1,4
13,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,8,2,4
13,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,8,2,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,8,2,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,8,3,4
13,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
11,7,3,4
12,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
11,6,3,4
11,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,3,4
10,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,0,4
10,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,0,4
10,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,0,4
11,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,1,4
12,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,2,4
13,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,2,4
13,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,5,3,4
13,7,1,5
-2,-2,-2,-2
-3,-3,-3,-3
11,5,0,0
-1,-1,0,0
-4,-4,-4,-4
11,4,3,4
13,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,4,3,4
13,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,4,0,4
13,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,4,0,4
12,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,4,0,4
11,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,4,0,4
10,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,4,1,4
10,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,4,2,4
10,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,4,3,4
10,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,3,3,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,3,0,4
10,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,3,1,4
11,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,3,2,4
11,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,3,2,4
11,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,3,3,4
11,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,3,0,4
11,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
11,3,1,4
11,8,3,5
-2,-2,-2,-2
-3,-3,-3,-3
11,5,0,0
-1,-1,0,0
-4,-4,-4,-4
11,4,1,4
11,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,4,2,4
12,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,4,3,4
12,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
11,3,3,4
12,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,2,3,4
12,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,1,3,4
12,10,1,5
-2,-2,-2,-2
-4,-4,-4,-4
11,1,0,4
12,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,10,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,9,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,10,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
8,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,13,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
9,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,11,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,13,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,14,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,14,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,13,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,12,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,11,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,10,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,9,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
14,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,7,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,9,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
13,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,9,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,7,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
10,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,6,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,6,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,7,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,1,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,2,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,3,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
11,8,0,5
-2,-2,-2,-2
-4,-4,-4,-4
12,1,0,4
12,8,0,5
